risk_budget,method,seed,groups,mean_risk_score,ci95_risk_score,mean_coverage,ci95_coverage,mean_success,ci95_success,mean_utility,ci95_utility
0.16,learned_contact_classifier,6,80,0.066729,0.003121,0.848344,0.007093,0.457493,0.038189,0.473414,0.038418
0.16,learned_contact_classifier,7,80,0.066353,0.003021,0.849199,0.006866,0.478037,0.041365,0.493727,0.041461
0.16,learned_contact_classifier,8,80,0.066516,0.003086,0.848828,0.007014,0.437167,0.036887,0.453324,0.037248
0.16,learned_contact_classifier,9,80,0.066491,0.003008,0.848884,0.006837,0.413499,0.039223,0.429662,0.039806
0.16,energy_barrier_policy,0,80,0.054071,0.002343,0.877112,0.005324,0.443306,0.043576,0.459738,0.043743
0.16,energy_barrier_policy,1,80,0.053992,0.002341,0.877291,0.005321,0.451741,0.040076,0.468521,0.040323
0.16,energy_barrier_policy,2,80,0.053939,0.002285,0.877412,0.005194,0.424474,0.040556,0.441255,0.040774
0.16,energy_barrier_policy,3,80,0.053972,0.002323,0.877336,0.00528,0.484439,0.041864,0.501176,0.041946
0.16,energy_barrier_policy,4,80,0.05341,0.002306,0.878614,0.005241,0.423466,0.035731,0.440888,0.036147
0.16,energy_barrier_policy,5,80,0.054307,0.00233,0.876574,0.005295,0.430689,0.040616,0.44743,0.041254
0.16,energy_barrier_policy,6,80,0.054471,0.002358,0.876203,0.005359,0.444735,0.040938,0.46163,0.041452
0.16,energy_barrier_policy,7,80,0.054161,0.002196,0.876906,0.004992,0.453605,0.040276,0.470103,0.040419
0.16,energy_barrier_policy,8,80,0.053748,0.002272,0.877846,0.005164,0.442393,0.040314,0.459209,0.040324
0.16,energy_barrier_policy,9,80,0.053926,0.002354,0.877442,0.005351,0.4255,0.04108,0.442589,0.040986
0.16,proposed_contact_mode_boundary_atlas_v4,0,80,0.043325,0.00188,0.901535,0.004272,0.505779,0.038698,0.561406,0.038852
0.16,proposed_contact_mode_boundary_atlas_v4,1,80,0.043599,0.001958,0.900912,0.004449,0.564022,0.039364,0.617567,0.038866
0.16,proposed_contact_mode_boundary_atlas_v4,2,80,0.043709,0.00195,0.900662,0.004432,0.502522,0.038331,0.557529,0.037858
0.16,proposed_contact_mode_boundary_atlas_v4,3,80,0.043362,0.001855,0.90145,0.004216,0.552625,0.037107,0.607316,0.036786
0.16,proposed_contact_mode_boundary_atlas_v4,4,80,0.0436,0.001989,0.900909,0.00452,0.526249,0.038866,0.580891,0.038609
0.16,proposed_contact_mode_boundary_atlas_v4,5,80,0.04343,0.001998,0.901296,0.004541,0.533448,0.044214,0.588049,0.043884
0.16,proposed_contact_mode_boundary_atlas_v4,6,80,0.043607,0.001993,0.900893,0.004529,0.556749,0.040336,0.610248,0.039216
0.16,proposed_contact_mode_boundary_atlas_v4,7,80,0.043324,0.001967,0.901535,0.00447,0.528264,0.04153,0.583461,0.04135
0.16,proposed_contact_mode_boundary_atlas_v4,8,80,0.043842,0.001914,0.900358,0.00435,0.516318,0.042923,0.570139,0.042149
0.16,proposed_contact_mode_boundary_atlas_v4,9,80,0.043763,0.001881,0.900538,0.004275,0.552134,0.045614,0.604003,0.044373
0.16,contact_mode_boundary_audit_v5,0,80,0.025834,0.00097,0.941287,0.002204,0.625776,0.040153,0.711213,0.038632
0.16,contact_mode_boundary_audit_v5,1,80,0.025765,0.001014,0.941443,0.002305,0.639438,0.04017,0.723165,0.038132
0.16,contact_mode_boundary_audit_v5,2,80,0.025889,0.000989,0.941161,0.002247,0.664677,0.035069,0.751123,0.033731
0.16,contact_mode_boundary_audit_v5,3,80,0.026158,0.001098,0.940549,0.002494,0.628957,0.040703,0.712,0.038182
0.16,contact_mode_boundary_audit_v5,4,80,0.026038,0.000966,0.940822,0.002196,0.642874,0.045834,0.724116,0.04322
0.16,contact_mode_boundary_audit_v5,5,80,0.025556,0.001057,0.941919,0.002403,0.588697,0.041139,0.677386,0.04055
0.16,contact_mode_boundary_audit_v5,6,80,0.02561,0.001023,0.941795,0.002326,0.645366,0.040053,0.728457,0.037652
0.16,contact_mode_boundary_audit_v5,7,80,0.025992,0.001056,0.940928,0.0024,0.594094,0.033798,0.681876,0.032662
0.16,contact_mode_boundary_audit_v5,8,80,0.026104,0.000917,0.940672,0.002085,0.589691,0.038231,0.677498,0.037306
0.16,contact_mode_boundary_audit_v5,9,80,0.026144,0.00103,0.940581,0.002342,0.599303,0.036808,0.686081,0.035482
0.16,oracle_contact_mode_supervisor,0,80,0.025504,0.001107,0.942037,0.002517,0.67347,0.036011,0.759467,0.033474
0.16,oracle_contact_mode_supervisor,1,80,0.024832,0.000991,0.943563,0.002253,0.656443,0.040822,0.740797,0.037731
0.16,oracle_contact_mode_supervisor,2,80,0.0256,0.001084,0.941819,0.002464,0.667124,0.041102,0.75175,0.03838
0.16,oracle_contact_mode_supervisor,3,80,0.024917,0.000867,0.94337,0.001969,0.627024,0.044732,0.714511,0.042695
0.16,oracle_contact_mode_supervisor,4,80,0.025153,0.001035,0.942834,0.002352,0.64038,0.032365,0.732097,0.031414
0.16,oracle_contact_mode_supervisor,5,80,0.02522,0.001041,0.942682,0.002366,0.658069,0.036537,0.743618,0.033597
0.16,oracle_contact_mode_supervisor,6,80,0.0254,0.001052,0.942273,0.00239,0.6324,0.04372,0.715369,0.040211
0.16,oracle_contact_mode_supervisor,7,80,0.025344,0.001038,0.942399,0.002359,0.673622,0.038566,0.758449,0.035831
0.16,oracle_contact_mode_supervisor,8,80,0.025412,0.001057,0.942244,0.002402,0.602666,0.04156,0.692584,0.040042
0.16,oracle_contact_mode_supervisor,9,80,0.025136,0.000955,0.942872,0.002171,0.716843,0.037798,0.798757,0.03453
0.16,oracle_hybrid_contact_supervisor,0,80,0.018448,0.000677,0.958073,0.001539,0.670814,0.043364,0.768683,0.040598
0.16,oracle_hybrid_contact_supervisor,1,80,0.018688,0.00062,0.957527,0.001408,0.658495,0.04225,0.75637,0.039268
0.16,oracle_hybrid_contact_supervisor,2,80,0.018509,0.000689,0.957934,0.001565,0.646755,0.04027,0.74553,0.037264
0.16,oracle_hybrid_contact_supervisor,3,80,0.018324,0.00064,0.958355,0.001454,0.676808,0.041358,0.77725,0.03918
0.16,oracle_hybrid_contact_supervisor,4,80,0.018689,0.000661,0.957526,0.001503,0.694179,0.036095,0.791851,0.032883
0.16,oracle_hybrid_contact_supervisor,5,80,0.018329,0.000669,0.958343,0.001521,0.640812,0.043923,0.741859,0.041806
0.16,oracle_hybrid_contact_supervisor,6,80,0.018397,0.000645,0.958188,0.001466,0.674561,0.034184,0.774621,0.031314
0.16,oracle_hybrid_contact_supervisor,7,80,0.018433,0.000652,0.958107,0.001482,0.696618,0.041082,0.793736,0.038028
0.16,oracle_hybrid_contact_supervisor,8,80,0.018502,0.000669,0.95795,0.00152,0.670558,0.042467,0.76943,0.039931
0.16,oracle_hybrid_contact_supervisor,9,80,0.01806,0.00064,0.958955,0.001454,0.667233,0.044807,0.761629,0.040847
0.2,no_contact_behavior_clone,0,80,0.108348,0.005079,0.774274,0.010581,0.275964,0.036646,0.220126,0.036182
0.2,no_contact_behavior_clone,1,80,0.1086,0.005065,0.77375,0.010551,0.277341,0.039836,0.222767,0.039472
0.2,no_contact_behavior_clone,2,80,0.108421,0.005078,0.774123,0.010578,0.25496,0.032652,0.201179,0.031581
0.2,no_contact_behavior_clone,3,80,0.108647,0.005148,0.773652,0.010726,0.267972,0.037493,0.215867,0.036415
0.2,no_contact_behavior_clone,4,80,0.108702,0.005003,0.773537,0.010423,0.280251,0.040151,0.228992,0.038517
0.2,no_contact_behavior_clone,5,80,0.10876,0.0051,0.773416,0.010625,0.266817,0.033066,0.210774,0.032935
0.2,no_contact_behavior_clone,6,80,0.108604,0.005066,0.773741,0.010553,0.284143,0.033664,0.227311,0.033579
0.2,no_contact_behavior_clone,7,80,0.108682,0.005074,0.773579,0.01057,0.282643,0.031176,0.225684,0.03078
0.2,no_contact_behavior_clone,8,80,0.108533,0.005072,0.773889,0.010567,0.244696,0.0318,0.191998,0.030184
0.2,no_contact_behavior_clone,9,80,0.108581,0.005116,0.77379,0.010658,0.282648,0.031371,0.226669,0.030591
0.2,domain_randomization,0,80,0.093672,0.004444,0.80485,0.009258,0.357812,0.040663,0.322825,0.040866
0.2,domain_randomization,1,80,0.093457,0.004363,0.805298,0.009089,0.329826,0.031746,0.294072,0.032045
0.2,domain_randomization,2,80,0.09418,0.004389,0.803792,0.009143,0.329111,0.035666,0.293606,0.036209
0.2,domain_randomization,3,80,0.093763,0.004356,0.80466,0.009074,0.3485,0.037676,0.31411,0.037366
0.2,domain_randomization,4,80,0.094057,0.004316,0.804048,0.008991,0.349069,0.033933,0.312174,0.034582
0.2,domain_randomization,5,80,0.093986,0.004298,0.804195,0.008954,0.352807,0.040738,0.318744,0.040581
0.2,domain_randomization,6,80,0.093593,0.00439,0.805015,0.009145,0.333332,0.0342,0.299968,0.033583
0.2,domain_randomization,7,80,0.093872,0.004374,0.804434,0.009113,0.362683,0.035788,0.326226,0.036606
0.2,domain_randomization,8,80,0.093861,0.004332,0.804456,0.009025,0.357319,0.035509,0.322072,0.035144
0.2,domain_randomization,9,80,0.094107,0.004283,0.803944,0.008923,0.357895,0.0361,0.321169,0.035652
0.2,diffusion_policy_surrogate,0,80,0.095568,0.004515,0.8009,0.009407,0.381784,0.037398,0.347965,0.037778
0.2,diffusion_policy_surrogate,1,80,0.095978,0.004482,0.800045,0.009338,0.361217,0.036062,0.327047,0.035807
0.2,diffusion_policy_surrogate,2,80,0.095822,0.004433,0.800372,0.009236,0.363201,0.034292,0.328746,0.034737
0.2,diffusion_policy_surrogate,3,80,0.095641,0.004424,0.800749,0.009217,0.346553,0.035857,0.311549,0.036571
0.2,diffusion_policy_surrogate,4,80,0.095584,0.004417,0.800867,0.009202,0.391733,0.037023,0.358746,0.036731
0.2,diffusion_policy_surrogate,5,80,0.095911,0.004439,0.800185,0.009248,0.363069,0.030721,0.328458,0.031327
0.2,diffusion_policy_surrogate,6,80,0.095964,0.004491,0.800075,0.009356,0.373997,0.032129,0.33875,0.032685
0.2,diffusion_policy_surrogate,7,80,0.096028,0.004577,0.799942,0.009535,0.371105,0.039276,0.337401,0.039282
0.2,diffusion_policy_surrogate,8,80,0.095819,0.004348,0.800378,0.009059,0.353125,0.037112,0.318843,0.037518
0.2,diffusion_policy_surrogate,9,80,0.095567,0.00442,0.800901,0.009208,0.36653,0.038624,0.333167,0.039114
0.2,robotics_transformer_surrogate,0,80,0.09058,0.004181,0.811293,0.00871,0.39972,0.03676,0.372498,0.036998
0.2,robotics_transformer_surrogate,1,80,0.090912,0.004156,0.810601,0.008659,0.362512,0.039572,0.335192,0.039935
0.2,robotics_transformer_surrogate,2,80,0.09047,0.004179,0.81152,0.008707,0.417704,0.040945,0.390133,0.041631
0.2,robotics_transformer_surrogate,3,80,0.090749,0.004223,0.810939,0.008799,0.376499,0.037433,0.349257,0.037973
0.2,robotics_transformer_surrogate,4,80,0.090665,0.004161,0.811115,0.008669,0.382253,0.043483,0.354968,0.0441
0.2,robotics_transformer_surrogate,5,80,0.090776,0.004106,0.810884,0.008554,0.389724,0.042068,0.362952,0.042667
0.2,robotics_transformer_surrogate,6,80,0.090731,0.004177,0.810977,0.008702,0.354554,0.033731,0.326768,0.034608
0.2,robotics_transformer_surrogate,7,80,0.090684,0.004249,0.811074,0.008853,0.352597,0.037029,0.325492,0.037323
0.2,robotics_transformer_surrogate,8,80,0.09063,0.004191,0.811189,0.00873,0.40686,0.036626,0.379838,0.036483
0.2,robotics_transformer_surrogate,9,80,0.091084,0.00414,0.810241,0.008626,0.405012,0.038195,0.377375,0.038809
0.2,ensemble_disagreement_planner,0,80,0.06667,0.003005,0.861103,0.006261,0.45394,0.035126,0.459912,0.035436
0.2,ensemble_disagreement_planner,1,80,0.066538,0.003141,0.861379,0.006544,0.453221,0.034251,0.458853,0.034799
0.2,ensemble_disagreement_planner,2,80,0.067166,0.003036,0.86007,0.006325,0.4203,0.040649,0.426403,0.041119
0.2,ensemble_disagreement_planner,3,80,0.066836,0.003201,0.860758,0.006668,0.425819,0.042073,0.431319,0.042432
0.2,ensemble_disagreement_planner,4,80,0.066614,0.003092,0.861221,0.006442,0.445538,0.04081,0.451309,0.041237
0.2,ensemble_disagreement_planner,5,80,0.066623,0.003106,0.861202,0.006471,0.450396,0.036988,0.456227,0.037233
0.2,ensemble_disagreement_planner,6,80,0.066855,0.003192,0.86072,0.00665,0.439491,0.035844,0.445458,0.036194
0.2,ensemble_disagreement_planner,7,80,0.066635,0.003059,0.861176,0.006373,0.394683,0.04025,0.400565,0.040437
0.2,ensemble_disagreement_planner,8,80,0.066737,0.003124,0.860965,0.006508,0.437717,0.04183,0.443642,0.041956
0.2,ensemble_disagreement_planner,9,80,0.066833,0.003128,0.860764,0.006516,0.440942,0.035436,0.446826,0.035592
0.2,conformal_risk_filter,0,80,0.060836,0.002891,0.873258,0.006022,0.451059,0.035499,0.459388,0.035685
0.2,conformal_risk_filter,1,80,0.060383,0.002824,0.874201,0.005884,0.415501,0.031674,0.424032,0.032127
0.2,conformal_risk_filter,2,80,0.060784,0.00288,0.873366,0.006,0.471004,0.042452,0.479085,0.043107
0.2,conformal_risk_filter,3,80,0.060988,0.002866,0.872942,0.005971,0.433903,0.039859,0.441936,0.040322
0.2,conformal_risk_filter,4,80,0.061164,0.002899,0.872574,0.006039,0.402654,0.040386,0.410952,0.040949
0.2,conformal_risk_filter,5,80,0.06071,0.002813,0.87352,0.00586,0.439081,0.037052,0.447709,0.037277
0.2,conformal_risk_filter,6,80,0.060883,0.002831,0.87316,0.005897,0.429361,0.037625,0.437586,0.037813
0.2,conformal_risk_filter,7,80,0.061178,0.002755,0.872545,0.00574,0.442216,0.044547,0.450178,0.044787
0.2,conformal_risk_filter,8,80,0.060755,0.002855,0.873428,0.005948,0.45353,0.040639,0.461913,0.041072
0.2,conformal_risk_filter,9,80,0.060826,0.002898,0.87328,0.006037,0.427599,0.039125,0.43603,0.0394
0.2,smooth_dynamics_world_model,0,80,0.094308,0.004342,0.803525,0.009046,0.354837,0.037636,0.32144,0.037924
0.2,smooth_dynamics_world_model,1,80,0.094257,0.004398,0.803632,0.009162,0.354018,0.044737,0.320982,0.0449
0.2,smooth_dynamics_world_model,2,80,0.09503,0.00451,0.802022,0.009395,0.34507,0.033423,0.311081,0.033684
0.2,smooth_dynamics_world_model,3,80,0.094759,0.004406,0.802585,0.009179,0.342284,0.033996,0.308162,0.034369
0.2,smooth_dynamics_world_model,4,80,0.094284,0.004421,0.803574,0.00921,0.374537,0.03974,0.340587,0.040447
0.2,smooth_dynamics_world_model,5,80,0.094604,0.004372,0.802908,0.009108,0.38022,0.036274,0.345469,0.036662
0.2,smooth_dynamics_world_model,6,80,0.094671,0.004473,0.802769,0.009318,0.369367,0.034427,0.33549,0.034754
0.2,smooth_dynamics_world_model,7,80,0.09477,0.00443,0.802562,0.009228,0.385195,0.035213,0.35002,0.036313
0.2,smooth_dynamics_world_model,8,80,0.09442,0.004343,0.803292,0.009048,0.352406,0.038802,0.320646,0.038132
0.2,smooth_dynamics_world_model,9,80,0.094169,0.004413,0.803815,0.009193,0.370003,0.032368,0.335288,0.033315
0.2,contact_implicit_mpc,0,80,0.06261,0.002809,0.869563,0.005851,0.42653,0.037224,0.441876,0.037508
0.2,contact_implicit_mpc,1,80,0.062595,0.002821,0.869594,0.005877,0.414027,0.042318,0.429625,0.042113
0.2,contact_implicit_mpc,2,80,0.062886,0.00274,0.868988,0.005709,0.487905,0.036275,0.503625,0.036809
0.2,contact_implicit_mpc,3,80,0.062583,0.002916,0.869619,0.006075,0.426304,0.038451,0.442155,0.038754
0.2,contact_implicit_mpc,4,80,0.062307,0.002903,0.870193,0.006047,0.433167,0.037075,0.449241,0.037238
0.2,contact_implicit_mpc,5,80,0.062796,0.002891,0.869175,0.006022,0.4676,0.044561,0.483166,0.044842
0.2,contact_implicit_mpc,6,80,0.06252,0.002835,0.869749,0.005906,0.444037,0.040265,0.459784,0.040493
0.2,contact_implicit_mpc,7,80,0.062601,0.002865,0.869581,0.005968,0.437154,0.041161,0.45292,0.041427
0.2,contact_implicit_mpc,8,80,0.062625,0.002843,0.869531,0.005922,0.466337,0.038441,0.481901,0.038843
0.2,contact_implicit_mpc,9,80,0.062548,0.002856,0.869692,0.005949,0.434177,0.037245,0.449981,0.037869
0.2,complementarity_residual_planner,0,80,0.059473,0.002653,0.876098,0.005527,0.441599,0.040856,0.464569,0.040641
0.2,complementarity_residual_planner,1,80,0.059948,0.002725,0.875109,0.005677,0.480863,0.043507,0.503262,0.04372
0.2,complementarity_residual_planner,2,80,0.059662,0.00272,0.875704,0.005667,0.460274,0.040546,0.483783,0.040658
0.2,complementarity_residual_planner,3,80,0.059208,0.002719,0.87665,0.005665,0.448901,0.040575,0.472575,0.041247
0.2,complementarity_residual_planner,4,80,0.059693,0.002746,0.875639,0.00572,0.446797,0.037282,0.470534,0.037399
0.2,complementarity_residual_planner,5,80,0.059508,0.002639,0.876025,0.005498,0.473457,0.04509,0.49657,0.045431
0.2,complementarity_residual_planner,6,80,0.059724,0.002678,0.875574,0.005579,0.470314,0.038696,0.493298,0.038509
0.2,complementarity_residual_planner,7,80,0.060012,0.00267,0.874975,0.005563,0.45062,0.042427,0.473842,0.043211
0.2,complementarity_residual_planner,8,80,0.059737,0.002724,0.875547,0.005675,0.448884,0.041058,0.471699,0.041013
0.2,complementarity_residual_planner,9,80,0.059351,0.0027,0.876353,0.005624,0.441775,0.036573,0.465582,0.036779
0.2,robust_hybrid_mpc,0,80,0.051844,0.002254,0.891992,0.004695,0.495991,0.044496,0.528355,0.044486
0.2,robust_hybrid_mpc,1,80,0.051684,0.002311,0.892326,0.004814,0.477387,0.044832,0.509623,0.044586
0.2,robust_hybrid_mpc,2,80,0.051999,0.002278,0.891669,0.004745,0.514586,0.037021,0.547105,0.03706
0.2,robust_hybrid_mpc,3,80,0.051661,0.002309,0.892373,0.00481,0.496202,0.035368,0.528449,0.035415
0.2,robust_hybrid_mpc,4,80,0.051614,0.00236,0.892471,0.004917,0.460531,0.040251,0.492715,0.039905
0.2,robust_hybrid_mpc,5,80,0.052148,0.002233,0.891358,0.004652,0.468929,0.038468,0.501257,0.038976
0.2,robust_hybrid_mpc,6,80,0.051663,0.002254,0.892369,0.004696,0.470405,0.03914,0.502938,0.039218
0.2,robust_hybrid_mpc,7,80,0.051807,0.002238,0.892069,0.004662,0.447994,0.039596,0.480422,0.039628
0.2,robust_hybrid_mpc,8,80,0.051465,0.002265,0.892781,0.004719,0.479255,0.039916,0.511836,0.040178
0.2,robust_hybrid_mpc,9,80,0.051828,0.002208,0.892024,0.004601,0.474528,0.040006,0.506585,0.040037
0.2,learned_contact_classifier,0,80,0.067029,0.003047,0.860356,0.006349,0.470097,0.039823,0.485845,0.040162
0.2,learned_contact_classifier,1,80,0.06661,0.00306,0.861229,0.006375,0.451293,0.039867,0.467002,0.040219
0.2,learned_contact_classifier,2,80,0.067106,0.003028,0.860196,0.006308,0.448231,0.037265,0.464144,0.037501
0.2,learned_contact_classifier,3,80,0.066964,0.003066,0.860492,0.006388,0.44052,0.040047,0.456302,0.039925
0.2,learned_contact_classifier,4,80,0.066401,0.003055,0.861664,0.006364,0.478044,0.039641,0.494207,0.040007
0.2,learned_contact_classifier,5,80,0.066781,0.00305,0.860873,0.006355,0.416566,0.043013,0.432297,0.043418
0.2,learned_contact_classifier,6,80,0.066729,0.003121,0.860982,0.006502,0.464334,0.038716,0.480311,0.038925
0.2,learned_contact_classifier,7,80,0.066353,0.003021,0.861765,0.006294,0.485076,0.041903,0.500822,0.041983
0.2,learned_contact_classifier,8,80,0.066516,0.003086,0.861426,0.006429,0.443618,0.037392,0.459834,0.037734
0.2,learned_contact_classifier,9,80,0.066491,0.003008,0.861477,0.006267,0.419492,0.039726,0.435716,0.040294
0.2,energy_barrier_policy,0,80,0.054071,0.002343,0.887353,0.004881,0.448378,0.044015,0.464869,0.044174
0.2,energy_barrier_policy,1,80,0.053992,0.002341,0.887517,0.004878,0.456978,0.040516,0.473818,0.040753
0.2,energy_barrier_policy,2,80,0.053939,0.002285,0.887628,0.004761,0.429379,0.04097,0.44622,0.04118
0.2,energy_barrier_policy,3,80,0.053972,0.002323,0.887558,0.00484,0.490076,0.042315,0.506873,0.042384
0.2,energy_barrier_policy,4,80,0.05341,0.002306,0.888729,0.004804,0.428282,0.036101,0.445769,0.036509
0.2,energy_barrier_policy,5,80,0.054307,0.00233,0.886859,0.004854,0.435597,0.040984,0.452397,0.041613
0.2,energy_barrier_policy,6,80,0.054471,0.002358,0.886519,0.004912,0.449861,0.041343,0.466819,0.041845
0.2,energy_barrier_policy,7,80,0.054161,0.002196,0.887164,0.004576,0.45886,0.040681,0.475418,0.040817
0.2,energy_barrier_policy,8,80,0.053748,0.002272,0.888025,0.004734,0.447541,0.040789,0.464418,0.040787
0.2,energy_barrier_policy,9,80,0.053926,0.002354,0.887655,0.004905,0.430493,0.04156,0.447646,0.041455
0.2,proposed_contact_mode_boundary_atlas_v4,0,80,0.043325,0.00188,0.90974,0.003916,0.510332,0.039,0.566279,0.039141
0.2,proposed_contact_mode_boundary_atlas_v4,1,80,0.043599,0.001958,0.90917,0.004078,0.569104,0.039649,0.622954,0.039132
0.2,proposed_contact_mode_boundary_atlas_v4,2,80,0.043709,0.00195,0.90894,0.004063,0.507173,0.038692,0.562497,0.038205
0.2,proposed_contact_mode_boundary_atlas_v4,3,80,0.043362,0.001855,0.909662,0.003865,0.557615,0.037388,0.612619,0.037052
0.2,proposed_contact_mode_boundary_atlas_v4,4,80,0.0436,0.001989,0.909167,0.004143,0.531006,0.039143,0.585962,0.038868
0.2,proposed_contact_mode_boundary_atlas_v4,5,80,0.04343,0.001998,0.909521,0.004163,0.538299,0.0446,0.593211,0.044253
0.2,proposed_contact_mode_boundary_atlas_v4,6,80,0.043607,0.001993,0.909152,0.004152,0.561916,0.040693,0.615719,0.039559
0.2,proposed_contact_mode_boundary_atlas_v4,7,80,0.043324,0.001967,0.909741,0.004097,0.533027,0.041873,0.588542,0.041682
0.2,proposed_contact_mode_boundary_atlas_v4,8,80,0.043842,0.001914,0.908662,0.003987,0.521034,0.043269,0.575165,0.042479
0.2,proposed_contact_mode_boundary_atlas_v4,9,80,0.043763,0.001881,0.908827,0.003918,0.557164,0.045966,0.609331,0.04471
0.2,contact_mode_boundary_audit_v5,0,80,0.025834,0.00097,0.946179,0.002021,0.62901,0.040347,0.714751,0.038811
0.2,contact_mode_boundary_audit_v5,1,80,0.025765,0.001014,0.946322,0.002113,0.642749,0.040371,0.72677,0.038317
0.2,contact_mode_boundary_audit_v5,2,80,0.025889,0.000989,0.946064,0.00206,0.668141,0.035254,0.754896,0.033902
0.2,contact_mode_boundary_audit_v5,3,80,0.026158,0.001098,0.945503,0.002287,0.632273,0.040915,0.715613,0.038379
0.2,contact_mode_boundary_audit_v5,4,80,0.026038,0.000966,0.945754,0.002013,0.646246,0.046052,0.727776,0.043425
0.2,contact_mode_boundary_audit_v5,5,80,0.025556,0.001057,0.946759,0.002203,0.591722,0.041348,0.680729,0.040753
0.2,contact_mode_boundary_audit_v5,6,80,0.02561,0.001023,0.946646,0.002132,0.648703,0.040271,0.732083,0.037856
0.2,contact_mode_boundary_audit_v5,7,80,0.025992,0.001056,0.94585,0.0022,0.597191,0.033951,0.685294,0.032809
0.2,contact_mode_boundary_audit_v5,8,80,0.026104,0.000917,0.945616,0.001911,0.592807,0.038441,0.680933,0.037506
0.2,contact_mode_boundary_audit_v5,9,80,0.026144,0.00103,0.945532,0.002147,0.602486,0.037015,0.689578,0.035678
0.2,oracle_contact_mode_supervisor,0,80,0.025504,0.001107,0.946867,0.002307,0.676896,0.036151,0.763195,0.033599
0.2,oracle_contact_mode_supervisor,1,80,0.024832,0.000991,0.948266,0.002065,0.659725,0.041034,0.744359,0.037919
0.2,oracle_contact_mode_supervisor,2,80,0.0256,0.001084,0.946667,0.002259,0.670558,0.041313,0.755476,0.038573
0.2,oracle_contact_mode_supervisor,3,80,0.024917,0.000867,0.948089,0.001805,0.630154,0.044951,0.717941,0.042901
0.2,oracle_contact_mode_supervisor,4,80,0.025153,0.001035,0.947597,0.002156,0.643612,0.03252,0.735653,0.031559
0.2,oracle_contact_mode_supervisor,5,80,0.02522,0.001041,0.947458,0.002169,0.66139,0.036704,0.747236,0.033749
0.2,oracle_contact_mode_supervisor,6,80,0.0254,0.001052,0.947084,0.002191,0.635603,0.043917,0.718857,0.040387
0.2,oracle_contact_mode_supervisor,7,80,0.025344,0.001038,0.947199,0.002162,0.677035,0.038746,0.762154,0.035989
0.2,oracle_contact_mode_supervisor,8,80,0.025412,0.001057,0.947057,0.002202,0.605742,0.041764,0.69598,0.040236
0.2,oracle_contact_mode_supervisor,9,80,0.025136,0.000955,0.947633,0.00199,0.720474,0.037995,0.80266,0.034702
0.2,oracle_hybrid_contact_supervisor,0,80,0.018448,0.000677,0.961567,0.001411,0.673246,0.043512,0.771362,0.040733
0.2,oracle_hybrid_contact_supervisor,1,80,0.018688,0.00062,0.961066,0.001291,0.660913,0.042397,0.759008,0.03939
0.2,oracle_hybrid_contact_supervisor,2,80,0.018509,0.000689,0.961439,0.001434,0.649109,0.040401,0.748109,0.037372
0.2,oracle_hybrid_contact_supervisor,3,80,0.018324,0.00064,0.961825,0.001333,0.679261,0.041509,0.779954,0.039317
0.2,oracle_hybrid_contact_supervisor,4,80,0.018689,0.000661,0.961065,0.001378,0.696747,0.036227,0.794638,0.032995
0.2,oracle_hybrid_contact_supervisor,5,80,0.018329,0.000669,0.961815,0.001394,0.64314,0.04409,0.744441,0.041961
0.2,oracle_hybrid_contact_supervisor,6,80,0.018397,0.000645,0.961673,0.001344,0.677028,0.034318,0.777341,0.031437
0.2,oracle_hybrid_contact_supervisor,7,80,0.018433,0.000652,0.961598,0.001358,0.699157,0.041224,0.796464,0.038145
0.2,oracle_hybrid_contact_supervisor,8,80,0.018502,0.000669,0.961454,0.001394,0.673012,0.042628,0.772135,0.04008
0.2,oracle_hybrid_contact_supervisor,9,80,0.01806,0.00064,0.962376,0.001333,0.669617,0.044969,0.76424,0.040991
